checkin_dt,checkin_mode,checkin_type,can_shop,contact_id,membership_type,membership_status,member_since,membership_start_date,hours_0,hours_1,hours_2
2020-06-21 16:27:11.597266,barcode,ghfc,True,2759.0,Carrot Plan,Current,2015-01-29,2019-02-10,0.0,2.67,0.0
2020-06-21 16:36:25.159477,email,ghfc,True,3826.0,Lettuce Plan,Current,2017-12-02,2017-12-02,0.0,2.58,4.67
2020-06-21 16:45:10.704058,click,visitor,True,,,,,,,,
2020-06-21 17:07:46.317669,email,ghfc,True,5711.0,Zucchini Plan,New,2020-06-03,2020-06-03,0.0,0.0,0.0
2020-06-21 17:09:44.020894,email,ghfc,True,5187.0,Lettuce Plan,Current,2019-11-04,2019-11-04,0.0,0.0,10.67
2020-06-21 17:15:05.454516,click,visitor,True,,,,,,,,
2020-06-21 17:15:12.221793,click,visitor,True,,,,,,,,
2020-06-21 19:50:00.223539,click,visitor,True,,,,,,,,
2020-06-22 14:35:12.643523,barcode,ghfc,True,5649.0,Zucchini Plan,Current,2020-02-04,2020-02-04,0.0,2.5,2.42
2020-06-22 15:20:32.498581,email,ghfc,False,1208.0,Lettuce Plan,Cancelled,2011-10-03,2011-10-03,,,
2020-06-22 15:21:02.602221,email,ghfc,False,1208.0,Lettuce Plan,Cancelled,2011-10-03,2011-10-03,,,
2020-06-22 15:21:19.790889,click,psfc,True,,,,,,,,
2020-06-22 15:42:23.885141,click,visitor,True,,,,,,,,
2020-06-22 15:43:49.358690,email,ghfc,True,5635.0,Zucchini Plan,Current,2020-03-09,2020-06-18,,,
2020-06-22 15:44:20.141288,barcode,ghfc,True,3668.0,Carrot Plan,Current,2017-09-21,2018-09-22,3.0,2.75,2.5
2020-06-22 15:50:16.156326,click,psfc,True,,,,,,,,
2020-06-22 15:53:22.946070,email,ghfc,True,5841.0,Lettuce Plan,New,2020-06-08,2020-06-08,0.0,0.0,0.0
2020-06-22 15:54:47.951135,email,ghfc,True,5433.0,Zucchini Plan,Current,2020-01-08,2020-01-08,0.0,0.0,2.58
2020-06-22 16:05:22.651776,email,ghfc,True,283.0,Carrot Plan,Current,2018-10-23,2018-10-23,0.0,2.58,2.5
2020-06-22 16:20:47.614191,click,psfc,True,,,,,,,,
2020-06-22 16:38:13.270985,email,ghfc,True,473.0,Lettuce Plan,Re-activated,2018-12-03,2020-06-09,0.0,0.0,0.0
2020-06-22 16:44:07.047791,email,ghfc,True,3309.0,Carrot Plan,Current,2017-01-20,2019-03-02,0.0,0.0,0.0
2020-06-22 17:05:33.196004,email,ghfc,True,65.0,Carrot Plan,Current,2018-09-17,2018-09-17,0.0,1.75,5.09
2020-06-22 17:34:40.806511,email,ghfc,True,885.0,Lettuce Plan,Current,2011-01-03,2011-01-03,0.0,2.25,2.25
2020-06-22 17:40:04.190850,barcode,ghfc,True,26.0,Lettuce Plan,Current,2018-08-11,2019-03-23,0.0,2.5,2.42
2020-06-22 18:06:53.746892,email,ghfc,True,1052.0,Lettuce Plan,Current,2011-04-29,2011-04-29,0.0,1.0,2.0
2020-06-22 18:23:58.997047,click,visitor,True,,,,,,,,
2020-06-22 18:43:34.840338,click,visitor,True,,,,,,,,
2020-06-22 18:46:15.901970,click,visitor,True,,,,,,,,
2020-06-22 18:46:23.206077,click,visitor,True,,,,,,,,
2020-06-22 18:46:28.130573,click,visitor,True,,,,,,,,
2020-06-22 18:46:35.343877,click,visitor,True,,,,,,,,
2020-06-22 18:46:46.777800,click,visitor,True,,,,,,,,
2020-06-22 18:47:01.324856,click,visitor,True,,,,,,,,
2020-06-22 18:51:14.909022,email,ghfc,True,2827.0,Carrot Plan,Current,2016-01-03,2016-01-03,2.42,4.0,4.42
2020-06-22 18:51:29.073724,email,ghfc,True,2827.0,Carrot Plan,Current,2016-01-03,2016-01-03,2.42,4.0,4.42
2020-06-22 19:02:39.403843,click,visitor,True,,,,,,,,
2020-06-22 19:15:23.428382,email,ghfc,True,3473.0,Avocado Plan,Current,2017-03-12,2017-03-12,0.0,2.67,0.0
2020-06-22 19:16:16.669687,email,ghfc,False,848.0,Carrot Plan,Cancelled,2010-10-24,2010-10-24,,,
2020-06-22 19:17:35.904922,click,psfc,True,,,,,,,,
2020-06-22 19:19:59.017910,click,psfc,True,,,,,,,,
2020-06-22 19:34:28.694584,click,psfc,True,,,,,,,,
2020-06-22 19:37:07.941638,barcode,ghfc,True,1503.0,Lettuce Plan,Current,2012-02-08,2020-01-04,0.0,7.25,0.0
2020-06-22 19:43:50.189500,email,ghfc,True,5525.0,Zucchini Plan,Current,2020-01-31,2020-01-31,,,
2020-06-22 19:44:30.172726,barcode,ghfc,True,3010.0,Carrot Plan,Current,2016-06-11,2019-08-24,0.0,0.0,0.0
2020-06-22 19:59:00.220401,email,ghfc,True,5772.0,Zucchini Plan,Current,2020-04-18,2020-04-18,0.0,2.5,0.0
2020-06-22 20:04:20.975100,email,ghfc,True,4514.0,Lettuce Plan,Current,2019-04-21,2019-12-08,0.0,2.33,2.5
2020-06-22 20:24:51.792400,email,ghfc,True,2577.0,Carrot Plan,Current,2014-03-17,2014-03-17,0.0,2.67,2.67
2020-06-23 17:47:25.334879,barcode,ghfc,True,2061.0,Lettuce Plan,Current,2012-10-07,2018-09-20,0.0,0.0,6.08
2020-06-23 17:54:39.324240,barcode,ghfc,True,4912.0,Lettuce Plan,Current,2019-07-28,2020-02-07,0.0,2.58,2.75
2020-06-23 17:54:43.621983,click,psfc,True,,,,,,,,
2020-06-23 17:54:48.466673,click,psfc,True,,,,,,,,
2020-06-23 18:13:29.620632,email,ghfc,True,1304.0,Lettuce Plan,Current,2011-12-13,2011-12-13,2.67,4.59,4.75
2020-06-23 18:16:22.648994,email,ghfc,True,5847.0,Zucchini Plan,New,2020-06-10,2020-06-10,0.0,0.0,0.0
2020-06-23 18:22:28.831622,email,ghfc,True,473.0,Lettuce Plan,Re-activated,2018-12-03,2020-06-09,0.0,0.0,0.0
2020-06-23 18:24:21.083970,email,ghfc,True,2950.0,Apple Plan,Current,2016-04-04,2016-04-04,3.0,0.0,0.0
2020-06-23 18:25:33.155987,barcode,ghfc,True,2648.0,Lettuce Plan,Current,2014-07-09,2019-06-08,0.0,2.5,2.5
2020-06-23 18:26:19.284634,email,ghfc,True,613.0,Carrot Plan,Current,2019-01-04,2019-01-04,0.0,2.5,2.67
2020-06-23 18:37:18.404460,click,visitor,True,,,,,,,,
2020-06-23 18:42:39.282150,barcode,ghfc,True,4784.0,Carrot Plan,Current,2019-05-10,2019-05-10,0.0,2.75,2.5
2020-06-23 18:52:40.000580,email,ghfc,False,3785.0,Zucchini Plan,Expired,2017-10-13,2018-01-01,0.0,2.67,0.0
2020-06-23 18:57:04.984950,email,ghfc,True,2577.0,Carrot Plan,Current,2014-03-17,2014-03-17,0.0,2.67,2.67
2020-06-23 18:57:41.975454,email,trial,True,5835.0,,,,,,,
2020-06-23 19:28:34.623822,click,visitor,True,,,,,,,,
2020-06-23 19:28:41.860134,click,visitor,True,,,,,,,,
2020-06-23 19:29:10.386020,click,visitor,True,,,,,,,,
2020-06-23 19:51:32.310752,email,ghfc,True,2543.0,Lettuce Plan,Current,2014-01-14,2014-01-14,5.67,13.1,20.85
2020-06-23 20:01:58.061968,click,psfc,True,,,,,,,,
2020-06-23 20:03:40.920051,click,psfc,True,,,,,,,,
2020-06-23 20:09:08.636142,email,ghfc,True,2827.0,Carrot Plan,Current,2016-01-03,2016-01-03,2.42,4.0,4.42
2020-06-24 14:29:31.856061,email,ghfc,True,5822.0,Apple Plan,New,2020-05-27,2020-05-27,0.0,0.0,0.0
2020-06-24 15:05:32.905010,email,ghfc,True,2707.0,Lettuce Plan,Current,2014-09-27,2014-09-27,0.08,2.65,1.51
2020-06-24 15:33:54.099321,click,psfc,True,,,,,,,,
2020-06-24 15:43:56.389397,barcode,trial,True,5872.0,,,,,,,
2020-06-24 16:00:12.623488,click,psfc,True,,,,,,,,
2020-06-24 16:10:32.562623,click,psfc,True,,,,,,,,
2020-06-24 16:10:37.911494,click,psfc,True,,,,,,,,
2020-06-24 16:10:38.138546,click,psfc,True,,,,,,,,
2020-06-24 16:50:11.091831,click,psfc,True,,,,,,,,
2020-06-24 16:53:30.772644,click,visitor,True,,,,,,,,
2020-06-24 16:53:45.675168,click,visitor,True,,,,,,,,
2020-06-24 17:01:37.867978,email,ghfc,True,304.0,Lettuce Plan,Current,2018-10-17,2018-10-17,0.0,2.5,2.5
2020-06-24 17:10:44.290530,click,psfc,True,,,,,,,,
2020-06-24 17:11:10.663158,click,psfc,True,,,,,,,,
2020-06-24 17:19:42.713272,email,ghfc,True,2511.0,Carrot Plan,Current,2013-11-30,2013-11-30,2.0,4.58,0.0
2020-06-24 17:30:21.152312,email,ghfc,True,2715.0,Carrot Plan,Current,2014-10-11,2014-10-11,0.0,0.0,2.33
2020-06-24 17:30:32.107898,email,ghfc,True,2715.0,Carrot Plan,Current,2014-10-11,2014-10-11,0.0,0.0,2.33
2020-06-24 17:37:38.839908,barcode,ghfc,True,5812.0,Apple Plan,New,2020-05-12,2020-05-12,0.0,0.0,0.0
2020-06-24 17:48:18.888039,barcode,ghfc,True,4630.0,Carrot Plan,Current,2019-04-06,2019-05-22,0.0,2.58,5.16
2020-06-24 17:48:52.768532,barcode,trial,True,5848.0,,,,,,,
2020-06-24 17:59:30.109975,click,psfc,True,,,,,,,,
2020-06-24 18:36:11.507602,barcode,ghfc,True,5761.0,Lettuce Plan,Current,2020-03-20,2020-03-20,0.0,2.5,4.92
2020-06-24 18:41:48.176348,barcode,ghfc,True,553.0,Carrot Plan,Current,2018-12-18,2018-12-18,0.0,2.5,5.42
2020-06-24 18:48:21.999869,barcode,ghfc,True,5028.0,Lettuce Plan,Current,2019-08-26,2020-03-06,0.0,2.58,2.67
2020-06-24 18:53:47.597512,click,visitor,True,,,,,,,,
2020-06-24 18:57:23.300121,email,ghfc,True,5699.0,Zucchini Plan,New,2020-06-11,2020-06-11,0.0,0.0,0.0
2020-06-24 19:02:52.790531,barcode,ghfc,True,5687.0,Carrot Plan,Current,2020-03-15,2020-03-15,0.0,2.17,2.25
2020-06-24 19:03:37.977536,email,ghfc,True,2930.0,Lettuce Plan,Current,2019-09-17,2019-09-17,0.0,2.25,2.33
2020-06-24 19:09:39.440875,click,visitor,True,,,,,,,,
2020-06-24 19:18:11.343415,click,psfc,True,,,,,,,,
2020-06-24 19:27:15.242467,email,ghfc,True,4466.0,Lettuce Plan,Current,2019-07-19,2019-07-19,0.0,2.5,2.67
2020-06-24 19:37:34.574995,barcode,ghfc,True,5286.0,Apple Plan,Current,2019-11-17,2020-05-20,2.75,3.0,2.83
2020-06-24 19:45:30.469381,email,ghfc,True,2357.0,Zucchini Plan,New,2013-06-01,2013-06-17,,,
2020-06-24 19:45:50.935120,email,ghfc,True,2357.0,Zucchini Plan,New,2013-06-01,2013-06-17,,,
2020-06-24 19:58:41.500077,email,ghfc,True,5042.0,Carrot Plan,Current,2019-07-23,2020-05-18,,,
2020-06-24 20:07:40.598227,click,psfc,True,,,,,,,,
2020-06-24 20:10:20.792603,barcode,ghfc,True,5329.0,Lettuce Plan,Current,2019-11-10,2019-11-10,0.0,0.0,4.0
2020-06-24 20:12:13.445791,click,psfc,True,,,,,,,,
2020-06-24 20:18:05.570735,click,psfc,True,,,,,,,,
2020-06-25 15:03:43.742905,barcode,ghfc,True,4673.0,Lettuce Plan,Current,2019-04-14,2019-05-29,0.0,2.5,2.92
2020-06-25 15:37:31.651911,click,psfc,True,,,,,,,,
2020-06-25 15:40:32.773603,click,visitor,True,,,,,,,,
2020-06-25 15:42:25.727284,email,trial,True,5823.0,,,,,,,
2020-06-25 15:46:17.203249,click,visitor,True,,,,,,,,
2020-06-25 16:03:19.294895,barcode,ghfc,True,5422.0,Lettuce Plan,Current,2020-01-08,2020-01-08,2.58,5.33,0.0
2020-06-25 16:09:25.127623,barcode,ghfc,False,3832.0,Zucchini Plan,Expired,2017-12-04,2017-12-01,0.0,2.83,2.5
2020-06-25 16:16:18.295811,email,ghfc,True,4569.0,Lettuce Plan,Current,2019-03-24,2019-04-29,2.5,2.5,2.5
2020-06-25 16:17:14.557003,click,visitor,True,,,,,,,,
2020-06-25 16:41:15.892971,click,visitor,True,,,,,,,,
2020-06-25 16:42:32.482104,barcode,ghfc,True,4585.0,Carrot Plan,Current,2019-03-27,2019-05-06,0.0,0.0,2.42
2020-06-25 16:48:50.009860,click,psfc,True,,,,,,,,
2020-06-25 16:49:15.995814,click,psfc,True,,,,,,,,
2020-06-25 16:59:09.441783,click,psfc,True,,,,,,,,
2020-06-25 17:11:21.983523,email,ghfc,True,3415.0,Carrot Plan,Current,2016-12-27,2016-12-27,0.0,0.0,2.25
2020-06-25 17:29:00.476157,email,ghfc,True,5423.0,Lettuce Plan,Current,2019-12-29,2019-12-29,0.0,2.58,2.5
2020-06-25 17:50:47.404168,click,visitor,True,,,,,,,,
2020-06-25 17:54:17.140016,click,psfc,True,,,,,,,,
2020-06-25 18:24:01.391952,email,ghfc,True,2733.0,Lettuce Plan,Current,2014-11-29,2014-11-29,2.5,2.83,2.75
2020-06-25 18:24:13.141762,email,ghfc,True,2733.0,Lettuce Plan,Current,2014-11-29,2014-11-29,2.5,2.83,2.75
2020-06-25 18:40:45.347171,click,visitor,True,,,,,,,,
2020-06-25 18:40:48.813752,click,visitor,True,,,,,,,,
2020-06-25 18:40:51.193686,click,visitor,True,,,,,,,,
2020-06-25 18:40:51.502572,click,visitor,True,,,,,,,,
2020-06-25 18:42:14.583362,click,psfc,True,,,,,,,,
2020-06-25 18:46:50.779054,email,trial,True,5882.0,,,,,,,
2020-06-25 19:18:48.317386,email,ghfc,True,2543.0,Lettuce Plan,Current,2014-01-14,2014-01-14,5.84,13.1,20.85
2020-06-25 19:36:00.623405,click,visitor,True,,,,,,,,
2020-06-25 19:36:19.387052,click,visitor,True,,,,,,,,
2020-06-25 19:46:56.383909,email,ghfc,True,1993.0,Lettuce Plan,Current,2012-09-15,2018-08-30,0.0,1.4100000000000001,4.83
2020-06-25 20:15:38.191466,email,ghfc,True,4883.0,Carrot Plan,Current,2019-06-07,2020-01-12,0.0,2.25,2.42
2020-06-25 20:18:22.897751,email,ghfc,True,1503.0,Lettuce Plan,Current,2012-02-08,2020-01-04,0.0,7.25,0.0
2020-07-09 21:06:08.842179,click,psfc,True,,,,,,,,
2020-07-09 21:07:07.908016,click,visitor,True,,,,,,,,
2020-07-10 14:45:11.648487,barcode,ghfc,True,4254.0,Carrot Plan,Current,2018-12-19,2019-04-06,2.58,2.75,3.0
2020-07-10 15:27:12.339111,barcode,ghfc,True,5852.0,Apple Plan,New,2020-07-03,2020-07-03,0.0,0.0,0.0
2020-07-10 15:48:06.733271,email,ghfc,True,5084.0,Zucchini Plan,New,2020-06-07,2020-06-07,2.67,0.0,0.0
2020-07-10 15:50:40.260346,email,trial,True,5890.0,,,,,,,
2020-07-10 16:06:39.931720,barcode,ghfc,True,4630.0,Carrot Plan,Current,2019-04-06,2019-05-22,2.42,2.58,5.16
2020-07-10 16:31:57.678840,email,ghfc,True,3249.0,Lettuce Plan,Current,2017-01-14,2017-01-14,2.42,2.5,2.92
2020-07-10 16:38:43.212282,barcode,ghfc,True,3668.0,Carrot Plan,Current,2017-09-21,2018-09-22,3.0,2.75,2.5
2020-07-10 16:47:10.235972,email,ghfc,True,5875.0,Zucchini Plan,New,2020-06-23,2020-06-23,2.33,0.0,0.0
2020-07-10 17:03:06.838714,click,visitor,True,,,,,,,,
2020-07-10 17:04:45.859147,barcode,ghfc,True,5204.0,Lettuce Plan,Current,2019-11-02,2019-11-02,0.42,1.08,0.0
2020-07-10 17:18:51.330772,click,psfc,True,,,,,,,,
2020-07-10 17:24:00.833413,email,ghfc,True,2665.0,Lettuce Plan,Current,2014-08-06,2014-08-06,0.0,1.17,0.0
2020-07-10 17:27:32.974045,email,ghfc,True,5286.0,Apple Plan,Current,2019-11-17,2020-05-20,2.75,3.0,2.83
2020-07-10 17:43:35.214592,click,visitor,True,,,,,,,,
2020-07-10 17:43:40.964094,click,visitor,True,,,,,,,,
2020-07-10 17:43:51.340198,click,visitor,True,,,,,,,,
2020-07-10 17:49:36.354746,click,visitor,True,,,,,,,,
2020-07-10 17:49:48.041295,email,ghfc,True,2964.0,Lettuce Plan,Current,2016-04-19,2019-06-01,0.0,2.42,2.58
2020-07-10 17:55:09.612067,barcode,ghfc,True,1503.0,Lettuce Plan,Current,2012-02-08,2020-01-04,2.25,7.25,0.0
2020-07-10 18:02:27.669930,click,visitor,True,,,,,,,,
2020-07-10 18:06:11.164377,click,visitor,True,,,,,,,,
2020-07-10 18:08:56.794332,click,psfc,True,,,,,,,,
2020-07-10 18:09:13.225865,click,psfc,True,,,,,,,,
2020-07-10 18:10:32.360870,click,visitor,True,,,,,,,,
2020-07-10 18:34:11.066263,click,psfc,True,,,,,,,,
2020-07-10 18:57:03.003414,email,ghfc,True,3967.0,Carrot Plan,Current,2018-10-10,2018-10-10,0.0,2.42,2.5
2020-07-10 18:57:35.429205,click,visitor,True,,,,,,,,
2020-07-10 19:24:30.751475,click,visitor,True,,,,,,,,
2020-07-10 19:27:59.703978,email,ghfc,True,443.0,Carrot Plan,Current,2010-09-20,2010-09-20,10.0,28.33,29.08
2020-07-10 19:35:06.754723,barcode,ghfc,True,4364.0,Lettuce Plan,Current,2019-02-25,2019-02-25,2.67,2.5,2.5
2020-07-10 19:54:27.588679,click,psfc,True,,,,,,,,
2020-07-11 17:09:29.711848,email,ghfc,True,5340.0,Carrot Plan,Current,2019-11-14,2019-11-14,0.0,2.08,2.5
2020-07-11 17:20:56.968079,barcode,ghfc,True,5028.0,Lettuce Plan,Current,2019-08-26,2020-03-06,0.0,2.58,2.67
2020-07-11 17:22:06.503711,click,psfc,True,,,,,,,,
2020-07-11 17:22:17.231126,email,psfc,True,5926.0,,,,,,,
2020-07-11 17:25:44.196718,click,visitor,True,,,,,,,,
2020-07-11 17:28:17.162475,email,ghfc,True,5826.0,Avocado Plan,New,2020-05-31,2020-05-31,2.5,0.0,0.0
2020-07-12 08:56:35.229554,email,visitor,True,,,,,,,,
2020-07-12 10:02:03.507746,email,ghfc,True,65.0,Carrot Plan,Current,2018-09-17,2018-09-17,0.0,1.75,5.09
2020-07-12 10:06:35.338937,barcode,ghfc,True,4635.0,Carrot Plan,Current,2019-04-07,2019-12-13,0.0,0.0,2.75
2020-07-12 10:57:08.084512,email,visitor,True,,,,,,,,
2020-07-12 10:57:16.035985,barcode,ghfc,True,642.0,Lettuce Plan,Current,2018-12-01,2019-05-18,0.5,0.5,1.0
2020-07-12 11:22:23.134962,email,ghfc,True,5329.0,Lettuce Plan,Current,2019-11-10,2019-11-10,0.0,0.0,4.0
2020-07-12 11:22:47.172878,email,ghfc,True,5328.0,Lettuce Plan,Current,2019-11-11,2019-11-11,2.75,2.5,2.75
2020-07-12 11:38:45.222292,email,visitor,True,,,,,,,,
2020-07-12 11:42:50.931419,email,ghfc,True,159.0,Carrot Plan,Current,2018-09-16,2018-12-16,0.0,0.0,2.5
2020-07-12 11:46:40.608397,barcode,ghfc,True,13.0,Carrot Plan,Current,2014-08-18,2014-08-18,0.0,2.42,8.09
2020-07-12 11:47:09.837162,email,ghfc,True,730.0,Avocado Plan,Current,2010-04-17,2010-04-17,0.0,2.75,2.5
2020-07-12 12:21:34.839952,click,psfc,True,,,,,,,,
2020-07-12 12:35:09.587751,email,visitor,True,,,,,,,,
2020-07-12 12:35:36.663920,email,visitor,True,,,,,,,,
2020-07-12 12:59:33.877955,email,ghfc,True,4913.0,Lettuce Plan,Current,2019-07-28,2020-02-07,2.75,3.0,2.42
2020-07-12 12:59:38.428936,barcode,ghfc,True,4912.0,Lettuce Plan,Current,2019-07-28,2020-02-07,2.5,2.58,2.75
2020-07-12 13:03:57.234650,email,trial,False,5837.0,,,,,,,
2020-07-12 13:10:53.863782,email,ghfc,True,3415.0,Carrot Plan,Current,2016-12-27,2016-12-27,0.0,0.0,2.25
2020-07-12 13:18:26.566759,email,ghfc,True,738.0,Avocado Plan,Current,2010-05-10,2010-05-10,3.25,4.83,2.42
2020-07-12 13:28:17.070693,barcode,ghfc,True,613.0,Carrot Plan,Current,2019-01-04,2019-01-04,4.17,2.5,2.67
2020-07-12 13:30:44.650577,email,ghfc,True,3460.0,Lettuce Plan,Current,2017-01-14,2017-01-14,0.9,2.76,1.83
2020-07-12 13:41:10.742492,barcode,ghfc,True,5865.0,Zucchini Plan,New,2020-06-18,2020-06-18,0.0,0.0,0.0
2020-07-12 13:41:24.099604,email,ghfc,True,5865.0,Zucchini Plan,New,2020-06-18,2020-06-18,0.0,0.0,0.0
2020-07-12 14:32:52.702241,barcode,ghfc,True,2061.0,Lettuce Plan,Current,2012-10-07,2018-09-20,1.12,0.0,6.08
2020-07-12 14:47:52.195967,barcode,ghfc,True,5538.0,Carrot Plan,Current,2020-02-01,2020-02-01,2.58,2.75,2.5
2020-07-12 14:48:00.923986,email,ghfc,True,5643.0,Lettuce Plan,Current,2020-02-01,2020-02-01,2.5,5.08,5.17
2020-07-12 14:56:50.406803,email,visitor,True,,,,,,,,
2020-07-12 15:13:49.145360,barcode,ghfc,True,3668.0,Carrot Plan,Current,2017-09-21,2018-09-22,3.0,2.75,2.5
2020-07-12 15:31:27.528757,email,visitor,True,,,,,,,,
2020-07-12 15:42:02.648351,email,visitor,True,,,,,,,,
2020-07-12 15:48:43.612856,email,ghfc,True,3970.0,Lettuce Plan,Current,2017-01-15,2018-08-30,5.07,3.17,7.5
2020-07-12 15:52:54.714787,barcode,ghfc,True,1357.0,Lettuce Plan,Current,2011-12-31,2018-08-01,0.0,5.0,0.0
2020-07-12 16:20:36.594523,email,visitor,True,,,,,,,,
2020-07-12 16:22:09.501437,email,visitor,True,,,,,,,,
2020-07-12 16:22:38.985020,email,visitor,True,,,,,,,,
2020-07-12 16:27:30.946614,barcode,ghfc,True,4254.0,Carrot Plan,Current,2018-12-19,2019-04-06,2.58,2.75,3.0
2020-07-12 16:35:07.848621,email,ghfc,True,4841.0,Lettuce Plan,Current,2019-05-28,2019-12-03,2.5,3.0,2.58
2020-07-12 17:21:42.437366,email,visitor,True,,,,,,,,
2020-07-12 17:23:56.584440,email,visitor,True,,,,,,,,
2020-07-12 17:25:48.231421,barcode,ghfc,True,2759.0,Carrot Plan,Current,2015-01-29,2019-02-10,2.83,2.67,0.0
2020-07-12 17:25:52.962983,barcode,ghfc,True,2759.0,Carrot Plan,Current,2015-01-29,2019-02-10,2.83,2.67,0.0
2020-07-13 14:25:06.435871,email,ghfc,True,5823.0,Zucchini Plan,New,2020-06-26,2020-06-26,0.0,0.0,0.0
2020-07-13 15:06:29.113331,click,psfc,True,,,,,,,,
2020-07-13 15:40:36.360473,barcode,ghfc,True,5209.0,Lettuce Plan,Current,2019-10-08,2019-10-08,0.0,2.67,2.5
2020-07-13 15:54:59.028007,click,psfc,True,,,,,,,,
2020-07-13 16:08:46.358385,click,psfc,True,,,,,,,,
2020-07-13 16:13:25.135197,email,trial,True,5928.0,,,,,,,
2020-07-13 16:18:54.826397,email,visitor,True,,,,,,,,
2020-07-13 16:26:24.778466,email,ghfc,True,473.0,Lettuce Plan,Current,2018-12-03,2020-06-09,0.0,2.5,0.0
2020-07-13 16:29:47.992846,email,ghfc,True,2947.0,Lettuce Plan,Current,2016-06-11,2016-06-11,0.0,0.0,4.5
2020-07-13 16:42:35.227989,email,ghfc,True,3908.0,Carrot Plan,Current,2018-09-04,2018-09-04,0.0,2.58,0.0
2020-07-13 16:44:10.188787,click,psfc,True,,,,,,,,
2020-07-13 16:57:32.843776,email,ghfc,True,4551.0,Lettuce Plan,Current,2019-03-18,2019-04-15,0.0,2.42,2.42
2020-07-13 17:28:15.476883,email,visitor,True,,,,,,,,
2020-07-13 17:53:00.916184,email,visitor,True,,,,,,,,
2020-07-13 18:08:55.334934,barcode,ghfc,True,127.0,Lettuce Plan,Current,2018-09-29,2019-03-29,0.0,8.0,3.0
2020-07-13 18:10:47.999594,email,visitor,True,,,,,,,,
2020-07-13 18:14:56.641035,click,psfc,True,,,,,,,,
2020-07-13 18:34:37.289744,email,ghfc,True,4422.0,Carrot Plan,Current,2019-02-10,2020-02-17,0.0,2.5,2.5
2020-07-13 18:39:36.676225,email,ghfc,True,5525.0,Lettuce Plan,Current,2020-01-31,2020-01-31,,,
2020-07-13 18:45:18.391866,email,ghfc,True,2577.0,Carrot Plan,Current,2014-03-17,2014-03-17,0.0,2.08,2.67
2020-07-13 18:59:55.983290,email,ghfc,True,5859.0,Lettuce Plan,New,2020-06-15,2020-06-15,0.0,2.42,0.0
2020-07-13 19:00:37.126718,click,psfc,True,,,,,,,,
2020-07-13 19:00:41.425758,click,psfc,True,,,,,,,,
2020-07-13 19:03:17.607043,click,psfc,True,,,,,,,,
2020-07-13 19:03:51.571767,click,psfc,True,,,,,,,,
2020-07-13 19:27:02.286237,barcode,ghfc,True,2648.0,Lettuce Plan,Current,2014-07-09,2019-06-08,0.0,2.5,2.5
2020-07-13 19:27:27.396757,email,ghfc,True,5367.0,Zucchini Plan,Current,2020-01-06,2020-01-06,,,
2020-07-13 19:29:31.515716,barcode,ghfc,True,2753.0,Carrot Plan,Current,2015-01-12,2018-08-13,0.0,2.67,2.75
2020-07-13 19:31:26.396160,email,ghfc,True,3884.0,Apple Plan,Current,2018-02-18,2019-06-10,0.0,3.7199999999999998,2.5700000000000003
2020-07-13 19:31:48.490344,email,ghfc,True,5171.0,Lettuce Plan,Current,2020-01-04,2020-01-04,0.0,2.58,2.58
2020-07-13 19:33:56.246236,click,psfc,True,,,,,,,,
2020-07-13 19:40:52.323884,email,visitor,True,,,,,,,,
2020-07-13 19:50:15.755338,barcode,ghfc,True,5309.0,Lettuce Plan,Current,2019-11-11,2019-11-11,0.0,2.92,3.0
2020-07-13 19:52:44.360421,email,visitor,True,,,,,,,,
2020-07-13 20:01:16.543304,email,visitor,True,,,,,,,,
2020-07-13 20:02:53.645722,click,psfc,True,,,,,,,,
2020-07-13 20:17:08.605856,email,ghfc,True,3826.0,Lettuce Plan,Current,2017-12-02,2017-12-02,0.0,0.0,2.58
2020-07-13 20:20:13.313648,email,ghfc,True,283.0,Carrot Plan,Current,2018-10-23,2018-10-23,0.0,2.5,2.58
2020-07-13 20:23:56.544254,barcode,ghfc,True,5028.0,Lettuce Plan,Current,2019-08-26,2020-03-06,0.0,0.0,2.58
2020-07-14 17:04:03.818430,email,ghfc,True,5699.0,Zucchini Plan,New,2020-06-11,2020-06-11,1.0,0.75,0.0
2020-07-14 17:14:51.824219,email,ghfc,True,4585.0,Carrot Plan,Current,2019-03-27,2019-05-06,0.0,2.67,0.0
2020-07-14 17:25:47.823452,email,ghfc,True,5823.0,Zucchini Plan,New,2020-06-26,2020-06-26,0.0,0.0,0.0
2020-07-14 17:33:15.084469,email,trial,True,5844.0,,,,,,,
2020-07-14 17:34:15.600039,barcode,ghfc,True,5848.0,Lettuce Plan,New,2020-07-13,2020-07-13,,,
2020-07-14 17:41:54.949064,email,trial,True,5893.0,,,,,,,
2020-07-14 17:50:06.824148,click,psfc,True,,,,,,,,
2020-07-14 17:54:19.788865,email,ghfc,True,3886.0,Lettuce Plan,Current,2019-03-10,2019-03-30,0.0,2.5,10.25
2020-07-14 17:58:01.837018,click,psfc,True,,,,,,,,
2020-07-14 18:05:51.372294,click,psfc,True,,,,,,,,
2020-07-14 18:20:12.526024,barcode,ghfc,True,233.0,Carrot Plan,Current,2018-11-04,2019-05-13,0.0,0.0,2.75
2020-07-14 18:24:26.824505,email,ghfc,True,304.0,Lettuce Plan,Current,2018-10-17,2018-10-17,0.0,0.0,2.5
2020-07-14 18:33:53.501858,click,psfc,True,,,,,,,,
